timestamp,sample_id,condition_label,cpu_mean,cpu_std,cpu_min,cpu_max,cpu_trend,cpu_growth_rate,memory_mean,memory_std,memory_trend,memory_growth_rate,heap_trend,heap_growth_rate,stack_trend,stack_growth_rate,latency_mean,latency_max,latency_trend,latency_growth_rate,task_delay_trend,deadline_miss_rate,deadline_trend,queue_trend,queue_growth_rate,cpu_health_score,memory_health_score,stack_health_score,task_health_score,timing_health_score,ai_health_score,resource_health_score,overall_health_score,cpu_overload_flag,memory_leak_flag,heap_exhaustion_flag,stack_risk_flag,deadline_miss_flag,task_starvation_flag,ai_latency_flag,queue_overflow_flag,fault_count,degradation_index,degradation_rate,health_change_rate,fault_severity
2026-09-16T00:00:00.000,1,NORMAL,28.39,0.0,28.39,28.39,0.0,0.0,18.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.12,33.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.94,97.58,95.56,97.86,100.0,100.0,100.0,97.94,0,0,0,0,0,0,0,0,0,0.0155,0.0,0.0,0.0
2026-09-16T00:00:01.000,2,NORMAL,25.33,3.0600000000000005,22.27,28.39,0.0,0.0,18.67,0.5200000000000014,0.0,0.0,0.0,0.0,0.0,0.0,33.92,34.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.82,97.44,94.96,97.18,100.0,100.0,100.0,97.93,0,0,0,0,0,0,0,0,0,0.0155,0.0,0.0,0.0
2026-09-16T00:00:02.000,3,NORMAL,27.41,3.859430009729417,22.27,31.57,1.59,0.056005635787249,19.12,0.7650272326307525,0.9350000000000004,0.0515151515151515,0.9350000000000004,0.0515151515151515,-1.0949999999999989,-0.0328828828828828,33.44,34.72,-0.3200000000000003,-0.0096618357487922,0.145,0.0,0.0,0.0,0.0,95.49,97.33,95.85,96.86,100.0,100.0,100.0,97.68,0,0,0,0,0,0,0,0,0,0.0174,0.0,0.0,0.0117182623051192
2026-09-16T00:00:03.000,4,NORMAL,28.129999999999995,3.567436054087025,22.27,31.57,1.4999999999999996,0.0528355054596688,19.7675,1.30258157134208,1.1510000000000005,0.0634159779614325,1.1510000000000005,0.0634159779614325,1.443000000000002,0.0433333333333334,33.802499999999995,34.89,0.3070000000000007,0.0092693236714976,-0.3219999999999999,0.0,0.0,-1.8,-0.1384615384615384,95.67,97.11,94.62,98.3,100.0,100.0,100.0,97.76,0,0,0,0,0,0,0,0,0,0.0168,0.0,0.0,0.0125520807092599
2026-09-16T00:00:04.000,5,NORMAL,28.176,3.192137841635289,22.27,31.57,0.7959999999999997,0.0280380415639309,19.852,1.177257830723585,0.6600000000000005,0.0363636363636363,0.6600000000000005,0.0363636363636363,0.4820000000000007,0.0144744744744744,33.652,34.89,0.0030000000000001,9.057971014493098e-05,-0.305,0.0,0.0,-1.0,-0.0769230769230769,87.95,70.31,85.41,97.73,100.0,100.0,100.0,89.85,0,1,0,0,0,0,0,0,1,0.3361,0.06425,-1.635,0.0064492257637712
2026-09-16T00:00:05.000,6,NORMAL,28.796666666666667,3.22762898872979,22.27,31.9,0.9868571428571428,0.0347607306395612,20.183333333333334,1.3053181817302464,0.6611428571428574,0.0364266036993309,0.6611428571428574,0.0364266036993309,0.4585714285714291,0.0137709137709137,33.946666666666665,35.42,0.2542857142857148,0.0076777087646653,-0.205142857142857,0.0,0.0,-1.2,-0.0923076923076923,87.44,70.09,85.11,98.13,100.0,88.0,100.0,88.54,0,1,0,0,0,0,0,0,1,0.3759,0.07895,-2.0331,0.0078865043103557
2026-09-16T00:00:06.000,7,NORMAL,29.077142857142857,3.066164259348497,22.27,31.9,0.8271428571428572,0.0291350072963317,20.141428571428573,1.2128411575591376,0.3817857142857144,0.0210350255804801,0.3817857142857144,0.0210350255804801,0.5285714285714287,0.0158730158730158,33.95142857142857,35.42,0.1625000000000001,0.0049064009661835,-0.0821428571428571,0.0,0.0,-1.1428571428571428,-0.0879120879120879,87.61,70.35,84.95,97.38,100.0,88.0,100.0,88.49,0,1,0,0,0,0,0,0,1,0.3763,0.07578,-1.9629,0.0055076433842995
2026-09-16T00:00:07.000,8,NORMAL,28.69125,3.0444352411407936,22.27,31.9,0.2941666666666666,0.0103616296818128,20.03875,1.1665808748218018,0.1860714285714287,0.0102518693427784,0.1860714285714287,0.0102518693427784,0.8553571428571429,0.0256864006864006,34.02625,35.42,0.1582142857142857,0.0047770013802622,0.0242857142857143,0.0,0.0,-1.1071428571428572,-0.0851648351648351,88.29,76.14,84.4,96.46,100.0,88.0,100.0,89.59,0,1,0,0,0,0,0,0,1,0.3681,0.06746,-1.6783,0.0025390500404853
2026-09-16T00:00:08.000,9,NORMAL,29.05444444444445,3.0486102885344377,22.27,31.96,0.4238333333333333,0.0149289655982153,20.164444444444445,1.1558941811535743,0.2056666666666668,0.0113314967860422,0.2056666666666668,0.0113314967860422,0.9295,0.0279129129129129,34.278888888888886,36.3,0.2623333333333332,0.0079206924315619,-0.0149999999999999,0.0,0.0,-0.6833333333333333,-0.0525641025641025,87.43,74.98,84.45,97.62,100.0,88.0,100.0,89.37,0,1,0,0,0,0,0,0,1,0.3697,0.05919,-1.4483,0.0034181154815819
2026-09-16T00:00:09.000,10,NORMAL,28.803000000000004,2.9889197045086378,22.27,31.96,0.1710909090909091,0.0060264497742482,20.520000000000003,1.5297908353758691,0.3435151515151515,0.0189264546289339,0.3435151515151515,0.0189264546289339,0.8543636363636363,0.0256565656565656,34.183,36.3,0.1384848484848485,0.0041813058117405,-0.0298181818181817,0.0,0.0,-0.2666666666666666,-0.0205128205128205,88.21,69.84,84.6,97.15,100.0,88.0,100.0,88.44,0,1,0,0,0,0,0,0,1,0.3767,0.05213,-1.303,0.0029134210214922
